Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2009,284.0,25.0,0.88,53.0,0.0,0.0,13.0,0.46,0
2010,554.0,18.0,0.67,70.0,59.0,0.84,23.0,0.88,-28
2011,792.0,43.0,1.46,120.0,-22.0,-0.0,59.0,2.03,138
2012,1012.0,71.0,2.36,159.0,114.0,0.72,47.0,1.57,65
2013,1175.0,85.0,2.65,185.0,127.0,0.69,-11.0,-0.34,19
2014,1191.0,82.0,2.72,188.0,105.0,0.56,57.0,1.9,-3
2015,1039.0,-205.0,1.79,-128.0,96.0,0.0,55.0,-0.48,-349
2016,720.0,25.0,2.27,85.0,-43.0,-0.0,152.0,13.82,112
2017,841.0,30.0,1.14,83.0,375.0,4.52,14.0,0.54,19
2018,1083.0,88.0,2.72,150.0,426.0,2.84,83.0,2.59,193
2019,1297.0,45.0,1.27,166.0,658.0,3.96,98.0,2.8,-48
2020,1329.0,52.0,1.47,188.0,664.0,3.53,151.0,4.19,15
