Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2009,764.0,33.0,0.34,92.0,0.0,0.0,49.0,0.52,0
2010,2218.0,178.0,0.33,371.0,328.0,0.88,55.0,0.11,439
2011,2373.0,-611.0,0.34,-406.0,426.0,0.0,-223.0,0.13,-443
2012,2415.0,-350.0,0.33,-127.0,371.0,0.0,-73.0,0.07,42
2013,2506.0,33.0,1.17,217.0,143.0,0.66,129.0,4.61,109
2014,3025.0,182.0,1.53,358.0,214.0,0.6,-92.0,-0.79,451
2015,1576.0,-298.0,1.48,-63.0,656.0,0.0,-952.0,4.81,-263
2016,2550.0,-519.0,1.48,-297.0,1210.0,0.0,-497.0,1.44,-74
2017,1792.0,-1168.0,1.48,-926.0,1169.0,0.0,-334.0,0.43,-125
2018,1724.0,-915.0,1.49,-664.0,589.0,0.0,-585.0,0.96,21
2019,6833.0,-8.0,-0.05,155.0,610.0,3.94,-258.0,-1.76,99
