Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,44.0,5.0,0.28,8.0,0.0,0.0,1.0,0.06,0
2011,153.0,16.0,0.89,44.0,37.0,0.84,33.0,1.83,219
2012,167.0,24.0,1.32,56.0,43.0,0.77,20.0,1.11,49
2013,199.0,31.0,1.73,65.0,-73.0,-0.0,29.0,1.61,29
2014,446.0,36.0,1.72,103.0,361.0,3.5,43.0,2.05,16
2015,561.0,23.0,1.1,113.0,288.0,2.55,32.0,1.52,-36
2016,476.0,32.0,1.52,108.0,272.0,2.52,40.0,1.9,39
2017,503.0,48.0,2.29,104.0,250.0,2.4,45.0,2.14,49
2018,564.0,48.0,2.17,114.0,333.0,2.92,41.0,1.86,0
2019,594.0,49.0,2.45,124.0,317.0,2.56,23.0,1.28,2
