Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2011,1299.0,86.0,3.31,140.0,-339.0,-0.0,120.0,4.62,0
2012,1402.0,95.0,3.65,158.0,-202.0,-0.0,-66.0,-2.54,10
2013,1359.0,24.0,0.93,66.0,-104.0,-0.0,-19.0,-0.73,-74
2014,1397.0,68.0,2.62,120.0,-114.0,-0.0,100.0,3.85,183
2015,1428.0,21.0,0.81,110.0,-62.0,-0.0,65.0,2.5,-69
2016,1460.0,2.0,0.07,46.0,231.0,5.02,13.0,0.5,-90
2017,1483.0,-9.0,-0.33,66.0,194.0,2.94,-10.0,-0.37,-547
2018,1201.0,12.0,0.45,69.0,199.0,2.88,-8.0,-0.3,233
2019,1495.0,40.0,1.33,129.0,395.0,3.06,-36.0,-1.2,233
2020,1518.0,34.0,1.15,129.0,447.0,3.47,-21.0,-0.68,-15
