Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,41.0,3.0,0.21,3.0,0.0,0.0,3.0,0.21,0
2011,99.0,24.0,1.6,15.0,-55.0,-0.0,9.0,0.6,697
2012,115.0,36.0,2.25,24.0,-35.0,-0.0,1.0,0.06,49
2013,127.0,41.0,2.57,35.0,-72.0,-0.0,29.0,1.81,13
2014,145.0,35.0,2.19,27.0,-37.0,-0.0,46.0,2.88,-14
2015,212.0,-5.0,-0.31,1.0,151.0,151.0,41.0,2.56,-114
2016,362.0,74.0,4.11,137.0,40.0,0.29,139.0,7.72,1582
2017,468.0,150.0,8.33,183.0,-85.0,-0.0,189.0,10.5,102
2018,585.0,167.0,9.27,210.0,-53.0,-0.0,272.0,15.11,11
2019,570.0,57.0,3.33,119.0,-106.0,-0.0,131.0,7.71,-65
