Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,661.0,91.0,0.81,269.0,962.0,3.58,171.0,1.53,0
2011,900.0,171.0,1.44,408.0,684.0,1.68,234.0,1.95,87
2012,825.0,182.0,1.48,420.0,601.0,1.43,302.0,2.48,6
2013,911.0,221.0,1.84,422.0,449.0,1.06,279.0,2.33,21
2014,995.0,282.0,2.45,422.0,280.0,0.66,255.0,2.22,27
2015,1072.0,222.0,2.03,488.0,802.0,1.64,272.0,2.5,-21
2016,1148.0,259.0,2.72,567.0,1284.0,2.26,400.0,4.21,16
2017,1273.0,302.0,3.35,658.0,1189.0,1.81,356.0,3.96,16
2018,1432.0,506.0,5.67,831.0,1671.0,2.01,564.0,6.34,67
2019,1556.0,561.0,6.59,817.0,1565.0,1.92,655.0,7.71,10
2020,1601.0,531.0,6.24,859.0,2104.0,2.45,678.0,7.98,-5
