Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,10825.0,78.0,1.53,80.0,0.0,0.0,57.0,1.12,0
2011,23618.0,211.0,4.31,382.0,-269.0,-0.0,147.0,3.0,170
2012,25645.0,199.0,4.53,368.0,-381.0,-0.0,479.0,10.89,-5
2013,25357.0,182.0,4.67,316.0,181.0,0.57,86.0,2.21,-8
2014,26820.0,177.0,4.66,303.0,-173.0,-0.0,352.0,9.26,-2
2015,27669.0,173.0,4.56,333.0,-178.0,-0.0,104.0,2.74,-2
2016,26378.0,264.0,7.34,453.0,-165.0,-0.0,162.0,4.5,52
2017,26233.0,193.0,5.51,346.0,-763.0,-0.0,619.0,17.69,-26
2018,36772.0,115.0,3.03,562.0,682.0,1.21,865.0,22.76,-40
2019,37238.0,338.0,8.88,638.0,611.0,0.96,319.0,8.39,193
2020,36996.0,373.0,10.34,726.0,609.0,0.84,507.0,14.08,10
