Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,1071.0,5.0,0.08,63.0,0.0,0.0,84.0,1.35,0
2011,2129.0,4.0,0.8,48.0,287.0,5.98,-19.0,-3.8,-20
2012,1266.0,-373.0,0.27,-267.0,317.0,0.0,-30.0,0.02,-9401
2013,1187.0,73.0,0.86,97.0,283.0,2.92,16.0,0.19,119
2014,1109.0,84.0,0.98,-13.0,166.0,0.0,14.0,0.17,15
2015,1073.0,63.0,1.33,68.0,415.0,6.1,8.0,0.17,-25
2016,1143.0,-19.0,1.45,82.0,529.0,6.45,41.0,-3.15,-130
2017,1395.0,56.0,1.36,140.0,688.0,4.91,34.0,0.83,394
2018,1611.0,78.0,0.94,137.0,717.0,5.23,103.0,1.26,39
2019,1017.0,13.0,0.14,63.0,710.0,11.27,-47.0,-0.57,-83
