Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,3083.0,367.0,2.92,693.0,-53.0,-0.0,172.0,1.37,0
2011,3641.0,438.0,3.45,808.0,278.0,0.34,-28.0,-0.22,19
2012,3792.0,414.0,3.28,805.0,454.0,0.56,110.0,0.87,-5
2013,4029.0,180.0,1.41,435.0,637.0,1.46,-65.0,-0.51,-56
2014,4248.0,483.0,3.74,1023.0,385.0,0.38,368.0,2.85,168
2015,4103.0,462.0,3.6,910.0,209.0,0.23,563.0,4.4,-4
2016,4000.0,444.0,3.56,884.0,121.0,0.14,484.0,3.87,-3
2017,4168.0,369.0,2.98,966.0,-288.0,-0.0,694.0,5.6,-16
2018,4440.0,584.0,4.73,971.0,142.0,0.15,251.0,2.04,58
2019,4422.0,540.0,4.45,949.0,135.0,0.14,350.0,2.89,-7
