Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,241.0,-5.0,-0.05,9.0,0.0,0.0,5.0,0.05,0
2011,403.0,-80.0,-0.76,-57.0,-195.0,-0.0,-40.0,-0.38,-1503
2012,437.0,-84.0,-0.76,-57.0,-180.0,-0.0,-72.0,-0.65,-5
2013,543.0,-32.0,-0.28,6.0,-187.0,-0.0,14.0,0.12,61
2014,666.0,12.0,0.09,63.0,-209.0,-0.0,14.0,0.11,137
2015,885.0,49.0,0.34,109.0,-151.0,-0.0,91.0,0.64,307
2016,868.0,-25.0,-0.17,53.0,-170.0,-0.0,-4.0,-0.03,-151
2017,738.0,-192.0,-1.31,-106.0,-119.0,-0.0,-77.0,-0.52,-668
2018,942.0,-212.0,-1.33,-81.0,38.0,0.0,-135.0,-0.86,-10
2019,3895.0,-384.0,-2.14,-213.0,245.0,0.0,-194.0,-1.09,-81
