Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2008,2383.0,214.0,1.03,519.0,0.0,0.0,-89.0,-0.43,0
2009,13750.0,1672.0,2.94,2404.0,866.0,0.36,210.0,0.37,681
2010,15609.0,1062.0,1.58,1916.0,3604.0,1.88,38.0,0.06,-36
2011,4376.0,631.0,2.76,1550.0,2767.0,1.79,1096.0,4.81,-40
2012,3677.0,387.0,2.47,1052.0,3177.0,3.02,129.0,0.83,-38
2013,3298.0,660.0,5.05,764.0,2799.0,3.66,-354.0,-2.7,70
2014,3202.0,164.0,2.25,935.0,3034.0,3.24,-165.0,-2.26,-75
2015,1258.0,-376.0,1.68,-352.0,3592.0,0.0,-242.0,1.08,-329
2016,-78.0,-847.0,1.25,25.0,2382.0,95.28,336.0,-0.5,-125
2017,2525.0,381.0,2.38,705.0,1685.0,2.39,428.0,2.68,144
2018,3151.0,881.0,3.69,1175.0,2367.0,2.01,280.0,1.18,131
2019,5735.0,31.0,0.17,726.0,2745.0,3.78,-166.0,-0.87,-96
2020,6376.0,-210.0,-1.13,345.0,2629.0,7.62,-52.0,-0.28,-777
