Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2009,3927.0,486.0,1.47,686.0,-514.0,-0.0,1062.0,3.2,0
2010,2894.0,479.0,1.44,695.0,-691.0,-0.0,500.0,1.51,-1
2011,2810.0,407.0,1.32,589.0,-613.0,-0.0,452.0,1.46,-15
2012,2792.0,267.0,0.91,639.0,-904.0,-0.0,282.0,0.95,-34
2013,2904.0,435.0,1.6,794.0,-841.0,-0.0,387.0,1.42,62
2014,3021.0,476.0,1.74,845.0,-1703.0,-0.0,666.0,2.44,9
2015,3077.0,475.0,1.73,837.0,-1940.0,-0.0,507.0,1.84,0
2016,3036.0,375.0,1.52,758.0,596.0,0.79,447.0,1.8,-21
2017,3034.0,410.0,1.94,905.0,483.0,0.53,466.0,2.2,9
2018,3157.0,614.0,2.97,942.0,-49.0,-0.0,753.0,3.62,49
2019,3093.0,423.0,2.07,800.0,-80.0,-0.0,513.0,2.5,-31
2020,3161.0,411.0,1.88,747.0,2337.0,3.13,407.0,2.1,-2
